Código producto,Nombre producto,MARCA DETALLADA,MARCA RESUMIDA,LINEA NEGOCIO
CLN0907505,CINTA LED 2835 3000K IP20 M GENE,GENERICA,SECUNDARIA,OTROS
CLN0907506,CINTA LED 2835 6400K IP20 M GENE,GENERICA,SECUNDARIA,OTROS
TERMOJO2,TERMINAL DE OJO CERRADO # 2 M GENE,GENERICA,SECUNDARIA,OTROS
050010053,TACO ENCHUFABLE 1X20 AMP M GENERICO,GENERICA,SECUNDARIA,OTROS
TLLBCM-2,TORNILLO TERMINAL TIPO PIN M GENE,GENERICA,SECUNDARIA,OTROS
CN0000004,CONECTOR RAPIDO 2 PINES M GENE,GENERICA,SECUNDARIA,OTROS
CNT0000008,CONECTOR UNION 2 PINES M GENE,GENERICA,SECUNDARIA,OTROS
10665,LIMPIADOR PVC-CPVC 1/32 M GENE,GENERICA,SECUNDARIA,OTROS
10600,SOLDADURA PVC 1 1/6 M GENE,GENERICA,SECUNDARIA,OTROS
CNECONOAUT,CINTA AUTOFUNDENTE AMERICANA TIPO 23 M. GENE,GENERICA,SECUNDARIA,OTROS
FRETAB-1,FRENO PARA TABLERO M GENE,GENERICA,SECUNDARIA,OTROS
53TR2016,BREAKER RIEL 2X16AMP M GENE,GENERICA,SECUNDARIA,OTROS
EMPALU6,EMPALME TUBULAR EN ALUMINIO #6 M GENE,GENERICA,SECUNDARIA,OTROS
TLLD-17,TORNILLO AUTOPERFORANTE 8X3 M GENE,GENERICA,SECUNDARIA,OTROS
46L027056,BREAKER INDUSTRIAL 2X60A M GENE,GENERICA,SECUNDARIA,OTROS
H01-VAS,VASELINA POR LIBRA M GENE,GENERICA,SECUNDARIA,OTROS
TERMOJO12,TERMINAL DE OJO PARA CABLE 12 AWG M GENE,GENERICA,SECUNDARIA,CABLEADO
26CD08,CABLE 8 COBRE DESNUDO M GENE,GENERICA,SECUNDARIA,CABLEADO
PINZ-TRUP,PINZA AMPERIMETRICA TRUPER M GENE,GENERICA,SECUNDARIA,OTROS
LED3ADH,MODULO LED DE 3 CON ADHESIVO M GENE,GENERICA,SECUNDARIA,OTROS
REM-1/8,REMACHE 1/8 M GENE,GENERICA,SECUNDARIA,OTROS
GUANITR,GUANTE NITRILO #7 M GENE,GENERICA,SECUNDARIA,OTROS
D-KS20,CONECTOR SPLIT-BOLT TORNILLO PARTIDO 4 AWG M.GENE,GENERICA,SECUNDARIA,OTROS
120030026,REGLETA E-115 PLASTICA 15 AMP  M. GENE,GENERICA,SECUNDARIA,OTROS
DSE-2*100,BREAKER INDUSTRIAL 2*100 M GENE,GENERICA,SECUNDARIA,OTROS
PLACOB3/16,PLATINA EN COBRE DE 3/16 X 20 CM M GENE,GENERICA,SECUNDARIA,OTROS
STICKSEÑ,STICKER 5X5 CM SEÑAL DE RIESGO ELÉCTRICO M GENE,GENERICA,SECUNDARIA,OTROS
PERA2,GRAPA 3/4 COLGANTE PERA UL M GENE,GENERICA,SECUNDARIA,OTROS
ISL1000,BRAZO 40CM LUMINARIA ALUMBRADO PUBLICO M GENE,GENERICA,SECUNDARIA,ILUMINACION
2608,GRAPAS DE RETENCION TIPO RECTO GRANDE M GENE,GENERICA,SECUNDARIA,OTROS
CHAZMPMT14,CHAZO MARIPOSA METALICA 1/4 M GENE,GENERICA,SECUNDARIA,OTROS
AMHW20CMBC,AMARRE PLASTICA 20CM NEGRO M GENE,GENERICA,SECUNDARIA,OTROS
TRA-32AMP,TRANSFERENCIA MANUAL 1-0-2 32AMP 3 POLOS M GENE,GENERICA,SECUNDARIA,OTROS
64CE403020,COFRE MET PROE IP65 40*30*20CM M GENE,GENERICA,SECUNDARIA,OTROS
37RO1,RIEL OMEGA 35MM 1MTR M GENE,GENERICA,SECUNDARIA,OTROS
48AB25MM,AISLADOR BARRAJE PLASTICO 25 MM HEMBRE M GENE,GENERICA,SECUNDARIA,OTROS
84310,PINTURA ANTICORROSIVA GALON GRIS M GENE,GENERICA,SECUNDARIA,OTROS
2900820,TERMINAL PVC 1 1/4 M GENE,GENERICA,SECUNDARIA,OTROS
020170120,CONECTOR RESORTE 18-8 ROJO/AMA M GENE,GENERICA,SECUNDARIA,OTROS
SX2UNYA200,"UNION UNIVERSAL H-M, AL, PINTADO 2 M. TECNA",TECNA,SECUNDARIA,OTROS
SX2UNYA100,"UNION UNIVERSAL H-M, AL, NATURAL, 1"" M. TECNA",TECNA,SECUNDARIA,OTROS
SX2UNYA075,"UNION UNIVERSAL H-M, AL, NATURAL 3/4 M .TECNA",TECNA,SECUNDARIA,OTROS
1030000335,"TUBO CORRUGADO ELECT Y  TELEF 6"" 6 M TUBOSA",TUBOSA,SECUNDARIA,TUBERIA
TOPBPH7X12,TORNILLO P/BROCA PHILLIPS 8X1/2,PHILLIPS,SECUNDARIA,ILUMINACION
ELCB20A250,TOMA INCRUSTAR BIF 20A /250V CODELCA,CODELCA,SECUNDARIA,OTROS
C-033,TOMA DE INCRUSTAR CON POLO A TIERRA 20A 250V CODELCA,CODELCA,SECUNDARIA,OTROS
ETI159,TOMA COAXIAL BLACK MIRROR MERCURY,MERCURY,SECUNDARIA,ILUMINACION
C-026,TOMA AEREA EN CAUCHO BIFASICA 20A 250V CODELCA,CODELCA,SECUNDARIA,OTROS
C-011,TOMA AEREA CAUCHO TERMINAL POLO A TIERRA 15A CODELCA,CODELCA,SECUNDARIA,OTROS
2900838,"TERMINAL PVC TDP 4"" PAVCO 109 mm",PAVCO,SECUNDARIA,TUBERIA
2900841,"TERMINAL PVC DB / EB 6"" DUCTO PAVCO 114 mm",PAVCO,SECUNDARIA,TUBERIA
2900831,"TERMINAL PVC DB / EB 2"" DUCTO PAVCO",PAVCO,SECUNDARIA,TUBERIA
T12BL2H28,TERMINAL BIMETALICA 2H # 4/0 AWG 1/2 M.B&T,B&T,SECUNDARIA,OTROS
T12BL2F26,TERMINAL BIMETALICA 2H # 2/0 AWG 3/8 M. B&T,B&T,SECUNDARIA,OTROS
T12BL2F25,TERMINAL BIMETALICA 2H # 1/0 OJO 3/8 M. B&T,B&T,SECUNDARIA,OTROS
070090107,TABLERO REF 30 CTOS TOT 225 AMP 3 FASES GALV M. TERCOL,TERCOL,SECUNDARIA,OTROS
TRP336TG-BM,TABLERO 36 CTOS 3F 175 AMP TOTALIZADOR GAL BIM TERCOL,TERCOL,SECUNDARIA,OTROS
TRP330TG,TABLERO 30 CTOS 3F 225 AMP TOTALIZADOR GAL TERCOL,TERCOL,SECUNDARIA,OTROS
TRP324TG,TABLERO 24 CTOS 3F 225 AMP TOTALIZADOR GAL TERCOL,TERCOL,SECUNDARIA,OTROS
TRP324,TABLERO 24 CTOS 3F 225 AMP TERCOL,TERCOL,SECUNDARIA,OTROS
TRP224T,TABLERO 24 CTOS 2F 225 AMP TOTALIZADOR TERCOL,TERCOL,SECUNDARIA,OTROS
TRP224,TABLERO 24 CTOS 2F 225 AMP TERCOL,TERCOL,SECUNDARIA,OTROS
TB18P,TABLERO 18 CTOS 2F 125 AMP PUERTA TERCOL,TERCOL,SECUNDARIA,OTROS
TB18P-BIMETALICO,TABLERO 18 CTOS 2F 100 AMP PUERTA BIM TERCOL,TERCOL,SECUNDARIA,OTROS
TRP312TG,TABLERO 12 CTOS 3F 225 AMP TOTALIZADOR GAL TERCOL,TERCOL,SECUNDARIA,OTROS
TP312-125,TABLERO 12 CTOS 3F 125 AMP TERCOL,TERCOL,SECUNDARIA,OTROS
TRP212T,TABLERO 12 CTOS 2F 225 AMP TOTALIZADOR TERCOL,TERCOL,SECUNDARIA,OTROS
TRP212TG,TABLERO 12 CTOS 2F 225 AMP TOTALIZADOR GAL TERCOL,TERCOL,SECUNDARIA,OTROS
TRP306G,TABLERO 06 CTOS 3F 225 AMP GAL TERCOL,TERCOL,SECUNDARIA,OTROS
TE3MG,TABLERO 03 CTOS 1F 75 AMP GAL TERCOL,TERCOL,SECUNDARIA,OTROS
SX1EYAA0750,"SELLO CORTAFUEGO H-H, AL, 3/4"" M. TECNA",TECNA,SECUNDARIA,OTROS
SX1EYAA200,"SELLO CORTAFUEGO H-H, AL, 2""M. TECNA",TECNA,SECUNDARIA,OTROS
SX1EYAA100,"SELLO CORTAFUEGO H-H, AL, 1"" M.TECNA",TECNA,SECUNDARIA,OTROS
IRL07,REFLECTOR LED TABLETA 30W  LUZ RGB MERCURY,MERCURY,SECUNDARIA,ILUMINACION
REF4800PHILLI,REFLECTOR LED SOLAR 32W 4800 LUM PHILLIPS,PHILLIPS,SECUNDARIA,ILUMINACION
SXBRBA100075,"REDUCCION TIPO BUSHING,ALUMINIO, 1"" A 3/4"" M. TECNA",TECNA,SECUNDARIA,OTROS
SXBRB075050,"REDUCCION TIPO BUSHING,ACERO 3/4"" A 1/2"" M. TECNA",TECNA,SECUNDARIA,OTROS
SXBRB200100,"REDUCCION TIPO BUSHING,ACERO 2"" A 1"" M. TECNA",TECNA,SECUNDARIA,OTROS
C-016,PORTALAMPARA EN CAUCHO PARA INTERPERIE CODELCA,CODELCA,SECUNDARIA,CABLEADO
ECA109,"MULTITOMA 8SL 0,9MT 3X14AWG BLISTER RETIE MERCURY",MERCURY,SECUNDARIA,ILUMINACION
EME11,MULTITOMA 2X6 SALIDAS BLISTER BLANCA RETIE MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ITL16,LAMPARA LED T5 60CM 10W VERDE MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ITL27,LAMPARA LED T5 60CM 10W ROJO MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ITL15,LAMPARA LED T5 60CM 10W CALIDA MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ITL11,LAMPARA LED T5 30CM 5W CALIDO MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ITL29,LAMPARA LED T5 120CM 18W ROJO MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ITL23,LAMPARA LED T5 120CM 18W LUZ CALIDA MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ITL22,LAMPARA LED T5 120CM 18W BLANCO MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ITL21,LAMPARA LED T5 120CM 18W AZUL MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ICL63,FUENTE 12V 40A 120W AC INPUT 110/220V MERCURY,MERCURY,SECUNDARIA,ILUMINACION
ICL49,FUENTE 12V 20A 120W AC INPUT 110/220V MERCURY,MERCURY,SECUNDARIA,ILUMINACION
C-008,ENCHUFE CON TOMA TRIPLE EN CAUCHO T CODELCA,CODELCA,SECUNDARIA,OTROS
1030000040,"DUCTO TELEFONICO DB 4"" 3 M TUBOSA",TUBOSA,SECUNDARIA,TUBERIA
C21C11C25,CONECTOR EN COBRE TIPO C 6-1/0AWG M. B&T,B&T,SECUNDARIA,OTROS
LB2R,CONDULETA LB 3/4 ROSCADA M. AMPEREX,AMPEREX,SECUNDARIA,OTROS
LB2E,CONDULETA LB 3/4 EMT LISA EN M. AMPEREX,AMPEREX,SECUNDARIA,OTROS
COF-TRI-IND,COFRE TRIFASICO INDUSTRIAL 60X60 INCELTA,INCELTA,SECUNDARIA,OTROS
COF-TRI-2H,COFRE TRI. 57X60 HORIZONTAL 2 CTAS INCELTA,INCELTA,SECUNDARIA,OTROS
COF-4-CTAV,COFRE DE 4 CUENTAS VERTICAL 112X54 INCELTA,INCELTA,SECUNDARIA,OTROS
C-003,CLAVIJA CAUCHO CON TERMINAL DE POLO TIERRA 15A CODELCA,CODELCA,SECUNDARIA,OTROS
SX6GUAAT075,"CAJA REDONDA GUAA EN T,Al,3/4"" M.TECNA",TECNA,SECUNDARIA,OTROS
SX6GUAAT200,"CAJA REDONDA GUAA EN T,Al,2"" M.TECNA",TECNA,SECUNDARIA,OTROS
SX6GUAAT100,"CAJA REDONDA GUAA EN T,Al,1"" M.TECNA",TECNA,SECUNDARIA,OTROS
SX6GUAAL075,"CAJA REDONDA GUAA EN L,Al,3/4"" M.TECNA",TECNA,SECUNDARIA,OTROS
SX6GUAAL200,"CAJA REDONDA GUAA EN L,Al,2"" M.TECNA",TECNA,SECUNDARIA,OTROS
SX6GUAAL100,"CAJA REDONDA GUAA EN L,Al,1""M. TECNA",TECNA,SECUNDARIA,OTROS
070070005,CAJA 12*12*5 TOMA BLANCA TERCOL,TERCOL,SECUNDARIA,OTROS
020060004,CABLE SOLDADOR #2 X MT PROCABLES,PROCABLES,PRIMARIA,CABLEADO
26EP416,CABLE ENCAUCHETADO 4X16 AWG M PROCA,PROCABLES,PRIMARIA,CABLEADO
31353150001C,CABLE CU THHN/THWN 4/0 PROCABLE,PROCABLES,PRIMARIA,CABLEADO
CFR-6,CABLE ALUMINIO 6 AWG S.8000 (15mm) M. PROCABLES,PROCABLES,PRIMARIA,CABLEADO
CFR-500,CABLE ALUMINIO 500 AWG THHW M. PROCABLES,PROCABLES,PRIMARIA,CABLEADO
CFR-350,CABLE ALUMINIO 350 AWG THHW M. PROCABLES,PROCABLES,PRIMARIA,CABLEADO
CFR-250,CABLE ALUMINIO 250 AWG THHW M. PROCABLES,PROCABLES,PRIMARIA,CABLEADO
CFR-2/0,CABLE ALUMINIO 2/0 AWG THHW M. PROCABLES,PROCABLES,PRIMARIA,CABLEADO
CFR-1/0,CABLE ALUMINIO 1/0 AWG THHW M. PROCABLES,PROCABLES,PRIMARIA,CABLEADO
26CPL06V,C. 6AWG VERDE FREETOX 600V X MT M PROCA,PROCABLES,PRIMARIA,CABLEADO
IBL18,BOMBILLO LED VELA E27 5W 3000K MERCURY,MERCURY,SECUNDARIA,ILUMINACION
GU10PHILL6500K,BOMBILLO LED 4W GU10 6500K PHILLIPS,PHILLIPS,SECUNDARIA,ILUMINACION
GU10PHILL2700K,BOMBILLO LED 4W GU10 2700K PHILLIPS,PHILLIPS,SECUNDARIA,ILUMINACION
IBL10,BOMBILLO LED 30W E27 6500K MERCURY,MERCURY,SECUNDARIA,ILUMINACION
IBL32,BOMBILLO LED 30W E27 3000K A/CALIDAD MERCURY,MERCURY,SECUNDARIA,ILUMINACION
IBL33,BOMBILLO LED 100W 120-240V  LUZ BLANCA MERCURY,MERCURY,SECUNDARIA,ILUMINACION
IPL59,BALA LED 3W 6500K BLANCA MERCURY,MERCURY,SECUNDARIA,ILUMINACION
EMP25,AMARRE PLASTICO EN NYLON 30CM * 4MM BLANCO BOLSA *100 UND-MERCURY,MERCURY,SECUNDARIA,ILUMINACION
VARCOBB1/80,VARILLA COPPERWELL COBRE-COBRE 1.80,OTROS,SECUNDARIA,OTROS
VACO5/8,VARILLA COBRE 5/8 2.40MTS,OTROS,SECUNDARIA,OTROS
TUPVCUNI34,UNION PVC P/LUZ 3/4,OTROS,SECUNDARIA,OTROS
70255,TUBO PVC SCH40 2,OTROS,SECUNDARIA,OTROS
70253,TUBO PVC SCH40 1 1/4,OTROS,SECUNDARIA,OTROS
TRANS1,TRANSPORTE / ACARREO,OTROS,SECUNDARIA,OTROS
070100072,"TRANSFORMADOR 1F 0,5KVA 13200-120V SIEMENS",SIEMENS,SECUNDARIA,ELECTRICA
TORPER1/2,TORNILLO AUTO PERFORANTE DE 1/2,OTROS,SECUNDARIA,OTROS
ETI85,TOMA DOBLE POLO TIERRA S/PONER BASIC BLANCO,OTROS,SECUNDARIA,OTROS
TERNEG1/46MM,TERMOENCOGIBLE NEGRO 1/4 (6MM),OTROS,SECUNDARIA,OTROS
T11BL1H27*,TERMINALES EN COBRE ESTAÑADO DE UN OJO BARRIL LARGO PARA CABLE 3/0 AWG 1/2,OTROS,SECUNDARIA,CABLEADO
T11BL1H29*,TERMINALES EN COBRE ESTAÑADO DE UN OJO BARRIL LARGO PARA CABLE 250 KCMIL 1/2,OTROS,SECUNDARIA,CABLEADO
37TP12Y,TERMINAL TIPO PIN # 12,OTROS,SECUNDARIA,OTROS
TERPINVER6AWG,TERMINAL PIN CILINDRICO VERDE 6 AWG,OTROS,SECUNDARIA,OTROS
TERMOJO8,TERMINAL DE OJO CERRADO # 8,OTROS,SECUNDARIA,OTROS
TERMOJO6,TERMINAL DE OJO CERRADO # 6,OTROS,SECUNDARIA,OTROS
TERMOJO4,TERMINAL DE OJO CERRADO # 4,OTROS,SECUNDARIA,OTROS
TERMOJO10,TERMINAL DE OJO CERRADO # 10,OTROS,SECUNDARIA,OTROS
TERAMA12-10AWG,TERMINAL AMARILLA UNION TUBULAR (12-10AWG),OTROS,SECUNDARIA,OTROS
TDETID1100,TALADRO PERC. CAT INAL 3/8X12V DX1 M. CAT,OTROS,SECUNDARIA,OTROS
46TR3063,TACO RIEL TX3 3X63 10K 230V M. LEGRAND,OTROS,SECUNDARIA,OTROS
DSE-30100,TACO ENCHUFABLE 3X100A LUMINEX,OTROS,SECUNDARIA,OTROS
TABRE-8C-75A,TABLERO PARA BREAKER DE RIEL 8C 75A BIFASICO - M. CILES,OTROS,SECUNDARIA,OTROS
TABRE-6C-75A,TABLERO PARA BREAKER DE RIEL 6C 75A BIFASICO - CILES,OTROS,SECUNDARIA,OTROS
TABRE4C-75A-BIF,TABLERO PARA BREAKER DE RIEL 4C 75A BIFASICO - 3SD5-4W -M. CILES,OTROS,SECUNDARIA,OTROS
1977,TABLERO 8 CTOS BIFASICO PUERTA METALICA M.FEM,OTROS,SECUNDARIA,OTROS
2850,TABLERO 4 CTOS BIFASICO PUERTA METALICA M. FEM,OTROS,SECUNDARIA,OTROS
0210001000002,SUELO ARTIFICIAL FAVIGEL 25 KG M. SEGELECTRICA,OTROS,SECUNDARIA,OTROS
SOPALAM,SOPORTE PLASTICO PARA ALAMBRON,OTROS,SECUNDARIA,CABLEADO
28010103,SOCKET BIPIN G5.3 ENERLUX,OTROS,SECUNDARIA,OTROS
SLSKCT300G,SIKAFLEX CONSTRUCCION GRIS 300ML,OTROS,SECUNDARIA,OTROS
SIKA500ML,SIKA BOOM 500 ML 463 G,OTROS,SECUNDARIA,OTROS
SER-PAR,Servicio Parqueadero Proveedora,OTROS,SECUNDARIA,OTROS
SER-PAR-ME,Servicio Mensualidad Parqueadero Proveedora,OTROS,SECUNDARIA,OTROS
SER-ARR,SERVICIO DE ARRENDAMIENTO,OTROS,SECUNDARIA,OTROS
SER-COM,Servicio Arrendamiento Equipo de Computo,OTROS,SECUNDARIA,OTROS
165OR4A,ROLLO CINTA AISLANTE NARANJA M. 3M,OTROS,SECUNDARIA,OTROS
RIMEGA1MT,RIEN DIN OMEGA DE 1 MT,OTROS,SECUNDARIA,OTROS
RE21,REDUCCION 3/4A 1/2HIERRO,OTROS,SECUNDARIA,OTROS
RECTRI3AD,RECONECTADOR TRIFASICO 3AD DE 27KV M. SIEMENS,SIEMENS,SECUNDARIA,ELECTRICA
PROT,PROTOCOLO,OTROS,SECUNDARIA,OTROS
PRENPG29,PRENSAESTOPA PLASTICA PG29,OTROS,SECUNDARIA,OTROS
PRENPG25,PRENSAESTOPA PLASTICA PG25,OTROS,SECUNDARIA,OTROS
PRESTOP1,PRENSA ESTOPA DE 1,OTROS,SECUNDARIA,OTROS
POECTMYAC4,PONCHADORA CRIMPING TOOLS MC4,OTROS,SECUNDARIA,OTROS
PSTRR17558,PISTOLA CALAFATEO TRUPER REFORZADA 17558,OTROS,SECUNDARIA,OTROS
PISTSIKA,PISTOLA APLICA SIKA M. SIKA,OTROS,SECUNDARIA,OTROS
AAC0000747,PERFIL SOBREPONER PXG-1414-M. SMART LED,OTROS,SECUNDARIA,OTROS
90113R,PATCH CORD CAT 6A 1.5 MT ROJO ANCLA,ANCLA,SECUNDARIA,CABLEADO
90110R,PATCH CORD CAT 6 2MT ROJO ANCLA,ANCLA,SECUNDARIA,CABLEADO
90110A,PATCH CORD CAT 6 2 MT AZUL ANCLA,ANCLA,SECUNDARIA,CABLEADO
MOLGRAF5/8-2/0,MOLDE GRAFITO VARILLA 5/8 A CABLE 2/0 T M. CADWELD,OTROS,SECUNDARIA,CABLEADO
MOLGRAFCAB1/0T,MOLDE GRAFITO CABLE 1/0* CABLE EN T,OTROS,SECUNDARIA,CABLEADO
MATR02929M,MARTILLO  29MM M. TRAMONTINA,OTROS,SECUNDARIA,OTROS
MATR031500,MACETA CABO MADERA M. TRAMONTINA,OTROS,SECUNDARIA,OTROS
LUM200W,LUMINARIA SOLAR TIPO OVNI 200W M. MASTERLIFE,OTROS,SECUNDARIA,ILUMINACION
P29856-36,LED HIGHBAY GC350 150W 3CCT,OTROS,SECUNDARIA,OTROS
P29539-36,LED HIGH BAY 150W DL GC109,OTROS,SECUNDARIA,OTROS
90114,JACK CAT 6A BLINDADO ANCLA,ANCLA,SECUNDARIA,CABLEADO
90115A,JACK CAT 6 AZUL ANCLA,ANCLA,SECUNDARIA,CABLEADO
HEREC-01,HERRAJE PARA RECONECTADOR,OTROS,SECUNDARIA,OTROS
70244,GRAPA DOBLE ALA 1 1/4,OTROS,SECUNDARIA,OTROS
GRAPCR8-10,GRAPA CRUZ - T ALUM 8-10mm DEHN,OTROS,SECUNDARIA,OTROS
GH-20,"EXTRACTOR DE AIRE 4"" CON REJILLA EX-AIRE",OTROS,SECUNDARIA,OTROS
IND-400,"EXTRACTOR DE AIRE 16"" HELICE PLASTICA INDUSTRIAL EX-AIRE",OTROS,SECUNDARIA,OTROS
IND-300,"EXTRACTOR DE AIRE 12"" HELICE PLASTICA INDUSTRIAL EX-AIRE",OTROS,SECUNDARIA,OTROS
EC-300,"EXTRACTOR DE AIRE 12"" HELICE LAMINA EX-AIRE",OTROS,SECUNDARIA,OTROS
IND-250,"EXTRACTOR DE AIRE 10"" HELICE PLASTICA INDUSTRIAL EX-AIRE",OTROS,SECUNDARIA,OTROS
EC-250,"EXTRACTOR DE AIRE 10"" HELICE LAMINA EX-AIRE",OTROS,SECUNDARIA,OTROS
T11E00026,EMPALMES TUBULARES EN COBRE ESTAÑADO 2/0 AWG NEGRO,OTROS,SECUNDARIA,OTROS
T11E0002C,EMPALMES TUBULARES EN COBRE ESTAÑADO 2 AWG CAFÉ,OTROS,SECUNDARIA,OTROS
T11E00025,EMPALMES TUBULARES EN COBRE ESTAÑADO 1/0 AWG ROSADO,OTROS,SECUNDARIA,OTROS
EMPDERI4,EMPALME DE DERIVACION GEL 2-2/0 14-6AWG,OTROS,SECUNDARIA,OTROS
SV018,"CURVA SCH40 1"" 1/2 NORMA",OTROS,SECUNDARIA,OTROS
SV010,"CURVA PVC 4"" NORMA",OTROS,SECUNDARIA,OTROS
SV004,"CURVA PVC 2"" PLEXIN",OTROS,SECUNDARIA,OTROS
SV006P,"CURVA PVC 1"" PLEXIN",OTROS,SECUNDARIA,OTROS
138130005,"CURVA PVC  6"" 90 GRADOS PLASTIMEC",OTROS,SECUNDARIA,OTROS
CFST684105,CORTAFRIO ELECT. STANLEY 6 84-105,OTROS,SECUNDARIA,OTROS
CONBIF,CONTADOR BIFASICO,OTROS,SECUNDARIA,OTROS
030020031,CONECTOR PARA CORAZA RECTO 2 M GEN,OTROS,SECUNDARIA,OTROS
CONCOB4-2/0,CONECTOR 4-2/0 COBRE,OTROS,SECUNDARIA,OTROS
T3EMTRE,"CONDULETA 1"" EN T LISA",OTROS,SECUNDARIA,OTROS
COND-LL-3/4,CONDULETA  LL 3/4 LISA M. EYN,OTROS,SECUNDARIA,OTROS
CIDEPI5033,CINTA TESA MARCACION PISOS 2 33M T AMARILLO NEGRO,OTROS,SECUNDARIA,OTROS
CINPEL100MT,CINTA PELIGRO ROLLO X 100 MTS,OTROS,SECUNDARIA,OTROS
CNECSÑX100,CINTA DE SEÑALIZACION PEQUEÑA,OTROS,SECUNDARIA,OTROS
70217R,CINTA AISLANTE 5MT ROJA 3NET,OTROS,SECUNDARIA,OTROS
70217A,CINTA AISLANTE 5MT AZUL 3NET,OTROS,SECUNDARIA,OTROS
70217V,CINTA AISLANTE  5MT VERDE 3NET,OTROS,SECUNDARIA,OTROS
70217AM,CINTA AISLANTE  5MT AMARILLA 3NET,OTROS,SECUNDARIA,OTROS
CHAPUN1/4,CHAZO PUNTILLA 1/4,OTROS,SECUNDARIA,OTROS
T060308,CAJA OCTAGONAL PLASTICA GRIS JG,OTROS,SECUNDARIA,OTROS
670,CAJA DE PASO METALICA 30X30X15 CON CHAPA M FEM,OTROS,SECUNDARIA,OTROS
CE12.5-TLS-EM,CAJA DE EMPALME 12.5*12.5 TAPA LISA EM,OTROS,SECUNDARIA,OTROS
CE12.5-TLV-EM,CAJA DE EMPALME 12.5*12.5 TAPA LEVINTON EM,OTROS,SECUNDARIA,OTROS
CADIS50,CAJA DE DISTRIBUCION DE CABLEADO Y PASO SUBTERRANEA DE 50X50X50,OTROS,SECUNDARIA,CABLEADO
12162818,CAJA 1 MEDIDOR TRIFASICO INDUSTRIAL 60X60X20 MODEVER,OTROS,SECUNDARIA,OTROS
601,CAJA 1 MEDIDOR TRIFASICA CUADRADA 27X57X18 M MODEVER,OTROS,SECUNDARIA,OTROS
AGECCAMAPI,CABO PARA ZAPAPICA,OTROS,SECUNDARIA,OTROS
90103,CABLE UTP INTERIOR ALEACION CAT 5E ANCLA,OTROS,SECUNDARIA,CABLEADO
NOP-2X18-EM-MT,CABLE NEOPREN 2X18 MTR M. EM,OTROS,SECUNDARIA,CABLEADO
C-AC-3X2+4,CABLE CU ACOMETIDA 3X2+4 M PROC,OTROS,SECUNDARIA,CABLEADO
020120011,CABLE ALUMINIO 250 KCMIL AA-8000 LSZH FACELEC,OTROS,SECUNDARIA,CABLEADO
0090044000013,CABLE AL 400MCM SERIE 8000 FACELEC,OTROS,SECUNDARIA,CABLEADO
NORM-C7H-6-DES,CABLE 7 HILOS No6 DESNUDO NORMA X MT,OTROS,SECUNDARIA,CABLEADO
NORM-C7H-4-DES,CABLE 7 HILOS No4 DESNUDO NORMA X MT,OTROS,SECUNDARIA,CABLEADO
NORM-C7H-2-DES,CABLE 7 HILOS No2 DESNUDO NORMA X MT,OTROS,SECUNDARIA,CABLEADO
NORM-C19H-2/0-DES,CABLE 19 HILOS 2/0 DESNUDO NORMA X MT,OTROS,SECUNDARIA,CABLEADO
80007265,C. 6AWG VERDE THWN-2 X MT MPRO,OTROS,SECUNDARIA,OTROS
26CAPL2/0,C. 2/0AWG FREETOX NEGRO X MTRS,OTROS,SECUNDARIA,OTROS
CTER4*16AWG,C TERMOFLEX 4X16 AWG cu (FLEX) PVC-NY 600V 90 C PVC SR,OTROS,SECUNDARIA,OTROS
BRORAN3/8*6,BROCA SDS RANURADA IRWIN MURO 3/8 X6,OTROS,SECUNDARIA,OTROS
A9N18367,BREAKER TRIPOLAR 100 AMP RIEL (K60) SCHENEIDER,OTROS,SECUNDARIA,OTROS
SDZD63C80,BREAKER RIEL 3X80 AMP 10KA STECK,OTROS,SECUNDARIA,OTROS
SDZD63C6,BREAKER RIEL 3X6,OTROS,SECUNDARIA,OTROS
SDZD63C40,BREAKER RIEL 3*40,OTROS,SECUNDARIA,OTROS
SDZD63C32,BREAKER RIEL 3*32,OTROS,SECUNDARIA,OTROS
09634,BREAKER RIEL 2X6 AMPS M. CHINT,OTROS,SECUNDARIA,OTROS
09636,BREAKER RIEL 2X10 AMP M. CHINT,OTROS,SECUNDARIA,OTROS
SDZD62C32,BREAKER RIEL 2*32 M STECK,OTROS,SECUNDARIA,OTROS
MINBRE1*6,BREAKER RIEL 1X6 MONOPOLAR 6KA M. STECK,OTROS,SECUNDARIA,OTROS
53IN3320,BREAKER INDUSTRIAL GRAD 320 120 -320 85KA -3VM SCHENEIDER,OTROS,SECUNDARIA,OTROS
SDJS80,BREAKER INDUSTRIAL 80A STECK,OTROS,SECUNDARIA,OTROS
SDJS63,BREAKER INDUSTRIAL 63A 36KA 220-25KA M. STECK,OTROS,SECUNDARIA,OTROS
312,BREAKER INDUSTRIAL 3*60 AMP NORMA M. SCHEINER,OTROS,SECUNDARIA,OTROS
